system:index,UF,UF_codigo_gaul,camargo_completo,cm_hidrico,cm_hidrico_codigo,cm_letra_seca,cm_termico,cm_termico_codigo,def_anual_mm,excedente_anual_mm,latitude,longitude,municipio,municipio_codigo_gaul,temp_anual_c,temp_mes_mais_frio_c,.geo
00000000000000001625_0,Bahia,669,TR-SEp,SE,3,p,TR,7,817.5899925231934,35.3000003695488,-10.532746706301388,-38.06611016456472,Adustina,6537,23.700695,20.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001626_0,Bahia,669,TR-SEp,SE,3,p,TR,7,563.5566720962524,67.30000054836273,-11.835303868274694,-38.739846627654366,Agua Fria,6538,22.897638,20.271667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001627_0,Bahia,669,TR-SEv,SE,3,v,TR,7,278.90666484832764,183.1666693687439,-14.0810920785735,-39.90765649700974,Aiquara,6539,23.011389,20.618334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001628_0,Bahia,669,TR-SEv,SE,3,v,TR,7,375.19333082437515,190.5999972820282,-12.104798453510552,-38.380520514006555,Alagoinhas,6540,23.869307,21.233334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001629_0,Bahia,669,TR-MOv,MO,4,v,TR,7,223.80332803726196,258.7333393096924,-17.49469015822768,-39.413583090744005,Alcobaca,6541,24.481527,22.068333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000162a_0,Bahia,669,ST-SEv,SE,3,v,ST,6,172.45666575431824,170.3666672706604,-14.709912777457165,-39.68307767597986,Almadina,6542,20.85764,18.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000162b_0,Bahia,669,ST-SEv,SE,3,v,ST,6,386.11666440963745,67.73333382606506,-13.04802950183605,-39.638161911773885,Amargosa,6543,21.584305,19.215,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000162c_0,Bahia,669,TR-SEv,SE,3,v,TR,7,388.54999566078186,131.5666675567627,-12.329377274540432,-38.739846627654366,Amelia Rodrigues,6544,23.997917,21.268333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000162d_0,Bahia,669,TR-SEi,SE,3,i,TR,7,945.2399978637695,28.199999812990427,-11.431061990420911,-41.52462400842488,America Dourada,6545,22.42125,19.786667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000162e_0,Bahia,669,ST-SEi,SE,3,i,ST,6,731.0766639709473,31.500000052154064,-14.575165484839236,-40.94071907374719,Anage,6546,21.241806,18.493334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000162f_0,Bahia,669,TR-SEi,SE,3,i,TR,7,682.5900039672852,132.36666691303253,-12.778534916600194,-41.21021365898305,Andarai,6547,24.108612,21.573334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001630_0,Bahia,669,TR-SEp,SE,3,p,TR,7,969.0666732788086,36.733333587646484,-10.308167885271509,-39.90765649700974,Andorinha,6548,23.854721,20.778334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001631_0,Bahia,669,TR-SEi,SE,3,i,TR,7,654.6200046539307,87.50000001490116,-12.0149669250986,-44.62381173863723,Angical,6549,24.536388,22.205,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001632_0,Bahia,669,TR-SEp,SE,3,p,TR,7,618.1566638946533,36.33333337306976,-12.194629981922503,-39.189004269714125,Anguera,6550,23.74736,20.98,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001633_0,Bahia,669,TR-SEp,SE,3,p,TR,7,793.6733322143555,39.56666660308838,-10.397999413683461,-38.2906889855946,Antas,6551,23.16625,20.146667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001634_0,Bahia,669,TR-SEv,SE,3,v,TR,7,552.8533353805542,38.99999952316284,-12.374293038746409,-39.14408850550815,Antonio Cardoso,6552,23.86125,21.131666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001635_0,Bahia,669,TR-SEp,SE,3,p,TR,7,751.4000110626221,78.26666676998138,-10.577662470507365,-40.3568141390695,Antonio Goncalves,6553,22.051388,19.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001636_0,Bahia,669,TR-SEv,SE,3,v,TR,7,477.4766745567322,83.76666760444641,-11.700556575656767,-38.20085745718265,Apora,6554,23.757084,21.195,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001637_0,Bahia,669,TR-MOv,MO,4,v,TR,7,183.23666793107986,466.56666564941406,-13.811597493337642,-39.727993440185834,Apuarema,6555,22.42639,20.125,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001638_0,Bahia,669,TR-MOv,MO,4,v,TR,7,284.92666405439377,321.53332686424255,-12.149714217716529,-38.20085745718265,Aracas,6556,24.127916,21.711666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001639_0,Bahia,669,TR-SEi,SE,3,i,TR,7,832.669994354248,31.566666796803474,-14.440418192221308,-41.255129423189025,Aracatu,6557,22.442362,19.618334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163a_0,Bahia,669,TR-SEp,SE,3,p,TR,7,923.1333274841309,26.066666662693024,-11.20648316939103,-39.054256977096195,Araci,6558,24.245,21.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163b_0,Bahia,669,TR-SEv,SE,3,v,TR,7,447.31333580613136,150.26666831970215,-12.059882689304576,-38.515267806624486,Aramari,6559,23.536667,20.856667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163c_0,Bahia,669,TR-UMv,UM,6,v,TR,7,116.3266670703888,310.13333225250244,-15.248901947928877,-39.413583090744005,Arataca,6560,22.353334,20.01,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163d_0,Bahia,669,TR-MOv,MO,4,v,TR,7,197.17000232636929,478.70000171661377,-13.092945266042026,-39.054256977096195,Aratuipe,6561,23.894722,21.805,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163e_0,Bahia,669,TR-SEv,SE,3,v,TR,7,270.74666690826416,104.13333296775818,-14.350586663809356,-39.503414619155954,Aurelino Leal,6562,23.711805,21.453333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000163f_0,Bahia,669,TR-SEi,SE,3,i,TR,7,656.8600010871887,129.70000058412552,-12.643787623982265,-44.444148681813324,Baianopolis,6563,23.527916,21.338333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001640_0,Bahia,669,TR-SEp,SE,3,p,TR,7,714.6900005340576,31.533333480358124,-11.970051160892623,-40.13223531803962,Baixa Grande,6564,23.461945,20.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001641_0,Bahia,669,TR-SEp,SE,3,p,TR,7,841.78333568573,40.83333259820938,-10.622578234713341,-38.605099335036435,Banzae,6565,23.680695,20.728333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001642_0,Bahia,669,TR-SEi,SE,3,i,TR,7,895.6600036621094,72.96666551753879,-11.071735876773102,-43.3661703408699,Barra,6566,25.623333,24.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001643_0,Bahia,669,TR-SEi,SE,3,i,TR,7,785.8500022888184,60.000000804662704,-13.631934436513738,-41.16529789477707,Barra Da Estiva,6567,22.414444,19.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001644_0,Bahia,669,ST-SEi,SE,3,i,ST,6,539.4799957275391,54.766666412353516,-14.889575834281068,-40.58139296009938,Barra Do Choca,6568,19.700277,16.801666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001645_0,Bahia,669,ST-SEi,SE,3,i,ST,6,852.8400115966797,44.766667649149895,-11.970051160892623,-42.10852894310257,Barra Do Mendes,6569,20.736944,18.358334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001646_0,Bahia,669,TR-MOv,MO,4,v,TR,7,197.34999698400497,306.3666648864746,-14.0810920785735,-39.59324614756791,Barra Do Rocha,6570,22.94625,20.711666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001647_0,Bahia,669,TR-MOi,MO,4,i,TR,7,550.8733339309692,262.76666290313005,-12.059882689304576,-45.701790079580654,Barreiras,6571,24.216528,22.501667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001648_0,Bahia,669,TR-SEi,SE,3,i,TR,7,959.146671295166,34.666667345911264,-11.835303868274694,-41.839034357866716,Barro Alto,6572,22.714445,20.116667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001649_0,Bahia,669,TR-SEv,SE,3,v,TR,7,174.96333289146423,184.49999952316284,-14.75482854166314,-39.413583090744005,Barro Preto,6573,23.824583,21.558332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000164a_0,Bahia,669,TR-MOv,MO,4,v,TR,7,170.77666455507278,290.5333375930786,-15.922638411018518,-39.189004269714125,Belmonte,6574,24.051805,21.785,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000164b_0,Bahia,669,TR-SEi,SE,3,i,TR,7,712.1133270263672,54.866666957736015,-14.97940736269302,-41.21021365898305,Belo Campo,6575,22.380833,19.513334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000164c_0,Bahia,669,TR-SEp,SE,3,p,TR,7,762.0966682434082,34.5333331823349,-11.565809283038838,-38.78476239186034,Biritinga,6576,23.51764,20.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000164d_0,Bahia,669,ST-SEi,SE,3,i,ST,6,590.8533363342285,43.66666662693024,-14.350586663809356,-40.222066846451575,Boa Nova,6577,19.729166,17.035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000164e_0,Bahia,669,TR-SEi,SE,3,i,TR,7,725.6933364868164,70.6999985575676,-12.778534916600194,-40.671224488511335,Boa Vista Do Tupim,6578,22.894028,20.281666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000164f_0,Bahia,669,TR-SEi,SE,3,i,TR,7,931.5533180236816,110.40000084415078,-13.317524087071906,-43.276338812457944,Bom Jesus Da Lapa,6579,25.842916,23.943333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001650_0,Bahia,669,ST-SEi,SE,3,i,ST,6,719.3733291625977,30.100000143051147,-14.395502428015332,-40.58139296009938,Bom Jesus Da Serra,6580,20.780138,18.013332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001651_0,Bahia,669,ST-SEi,SE,3,i,ST,6,847.8533325195312,53.4333330988884,-12.778534916600194,-41.794118593660734,Boninal,6581,20.975,18.655,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001652_0,Bahia,669,ST-SEp,SE,3,p,ST,6,595.21999168396,95.39999997615814,-12.0149669250986,-41.300045187395,Bonito,6582,20.271528,17.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001653_0,Bahia,669,TR-SEi,SE,3,i,TR,7,925.7533264160156,93.66666691750288,-12.733619152394217,-42.737349641986235,Boquira,6583,25.149166,23.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001654_0,Bahia,669,TR-SEi,SE,3,i,TR,7,889.2866554260254,127.76666755974293,-13.317524087071906,-42.512770820956355,Botupora,6584,23.968472,21.763332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001655_0,Bahia,669,ST-SEp,SE,3,p,ST,6,462.899995803833,63.46666634082794,-13.092945266042026,-39.862740732803765,Brejoes,6585,20.032917,17.525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001656_0,Bahia,669,TR-SEi,SE,3,i,TR,7,888.1233406066895,87.56666756048799,-12.509040331364336,-43.770412218723685,Brejolandia,6586,25.720556,23.716667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001657_0,Bahia,669,TR-SEi,SE,3,i,TR,7,951.3199920654297,61.96666628494859,-12.104798453510552,-42.4229392925444,Brotas De Macaubas,6587,22.61389,20.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001658_0,Bahia,669,TR-SEi,SE,3,i,TR,7,905.319995880127,32.13333307206631,-14.17092360698545,-41.704287065248785,Brumado,6588,23.256527,20.548332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001659_0,Bahia,669,TR-UMv,UM,6,v,TR,7,117.57666772603989,348.5999946594238,-14.97940736269302,-39.278835798126075,Buerarema,6589,23.62514,21.421667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000165a_0,Bahia,669,TR-SEi,SE,3,i,TR,7,753.1433362960815,105.93333293125033,-10.577662470507365,-43.68058069031173,Buritirama,6590,24.287222,22.178333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000165b_0,Bahia,669,ST-SEv,SE,3,v,ST,6,435.49000358581543,72.33333277702332,-14.97940736269302,-40.311898374863524,Caatiba,6591,21.649305,18.773333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000165c_0,Bahia,669,TR-SEv,SE,3,v,TR,7,459.93333673477173,44.69999957084656,-12.553956095570312,-39.189004269714125,Cabaceiras Do Paraguacu,6592,23.629583,21.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000165d_0,Bahia,669,TR-MOv,MO,4,v,TR,7,318.9666608273983,251.53333473205566,-12.643787623982265,-38.87459392027229,Cachoeira,6593,24.694166,22.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000165e_0,Bahia,669,TR-SEi,SE,3,i,TR,7,800.6866683959961,87.79999808222055,-14.485333956427283,-42.288191999926475,Cacule,6594,23.004583,20.295,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000165f_0,Bahia,669,TR-SEp,SE,3,p,TR,7,776.0866584777832,58.69999957084656,-11.161567405185055,-40.311898374863524,Caem,6595,23.878334,20.98,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001660_0,Bahia,669,ST-SEi,SE,3,i,ST,6,748.7166652679443,113.26666584610939,-13.991260550161547,-42.512770820956355,Caetite,6596,21.466806,19.058332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001661_0,Bahia,669,ST-SEi,SE,3,i,ST,6,864.7400016784668,32.3666672706604,-11.79038810406872,-41.43479248001293,Cafarnaum,6597,21.725,19.048334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001662_0,Bahia,669,TR-UMv,UM,6,v,TR,7,142.3299976810813,827.6333436965942,-13.49718714389581,-38.964425448684246,Cairu,6598,24.728611,22.803333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001663_0,Bahia,669,TR-SEp,SE,3,p,TR,7,813.6066627502441,55.033332884311676,-11.026820112567126,-40.222066846451575,Caldeirao Grande,6599,24.20111,21.255,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001664_0,Bahia,669,TR-SEv,SE,3,v,TR,7,211.70666885375977,139.5999994277954,-15.428565004752782,-39.503414619155954,Camacan,6600,23.489584,21.003334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001665_0,Bahia,669,TR-MOv,MO,4,v,TR,7,282.1499983072281,546.0000014305115,-12.643787623982265,-38.20085745718265,Camacari,6601,25.21611,23.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001666_0,Bahia,669,TR-UMv,UM,6,v,TR,7,111.03666589409113,758.7666568756104,-14.036176314367523,-39.189004269714125,Camamu,6602,23.650139,21.626667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001667_0,Bahia,669,TR-SEi,SE,3,i,TR,7,974.8499927520752,47.76666650921106,-9.544599893769915,-43.186507284045994,Campo Alegre De Lourdes,6603,26.150278,24.376667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001668_0,Bahia,669,TR-SEp,SE,3,p,TR,7,1211.5,14.899999748915434,-10.263252121065532,-40.71614025271731,Campo Formoso,6604,24.120277,21.223333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001669_0,Bahia,669,TR-SEi,SE,3,i,TR,7,609.910005569458,104.40000102296472,-13.092945266042026,-44.219569860783444,Canapolis,6605,23.973194,21.795,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000166a_0,Bahia,669,TR-SEi,SE,3,i,TR,7,962.9999885559082,29.733332850039005,-11.745472339862744,-41.704287065248785,Canarana,6606,22.743055,20.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000166b_0,Bahia,669,TR-UMv,UM,6,v,TR,7,126.9633327126503,410.76666831970215,-15.653143825782662,-39.09917274130217,Canavieiras,6607,24.238056,22.003334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000166c_0,Bahia,669,TR-SEp,SE,3,p,TR,7,719.1200008392334,38.199999928474426,-11.88021963248067,-39.189004269714125,Candeal,6608,24.130001,21.341667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000166d_0,Bahia,669,TR-MOv,MO,4,v,TR,7,270.05666959285736,559.766667842865,-12.688703388188241,-38.470352042418504,Candeias,6609,24.990694,22.858334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000166e_0,Bahia,669,TR-SEi,SE,3,i,TR,7,823.2233409881592,62.899999126791954,-14.395502428015332,-42.827181170398184,Candiba,6610,24.15986,21.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000166f_0,Bahia,669,ST-SEi,SE,3,i,ST,6,585.3166637420654,113.2666669934988,-15.33873347634083,-41.255129423189025,Candido Sales,6611,20.846527,17.838333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001670_0,Bahia,669,TR-SEp,SE,3,p,TR,7,1010.5399971008301,23.299999833106995,-10.712409763125294,-39.45849885494998,Cansancao,6612,23.84639,20.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001671_0,Bahia,669,TR-SEp,SE,3,p,TR,7,1040.7466621398926,20.033333122730255,-10.083589064241629,-39.00934121289022,Canudos,6613,23.412916,20.289999,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001672_0,Bahia,669,TR-SEp,SE,3,p,TR,7,793.4499988555908,29.833333015441895,-11.700556575656767,-39.81782496859779,Capela Do Alto Alegre,6614,23.874306,20.908333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001673_0,Bahia,669,TR-SEp,SE,3,p,TR,7,857.3499946594238,37.09999942779541,-11.341230462008959,-39.997488025421696,Capim Grosso,6615,24.030695,20.983334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001674_0,Bahia,669,TR-MOv,MO,4,v,TR,7,236.17333698272705,222.7666654586792,-17.674353215051585,-39.68307767597986,Caravelas,6616,24.35639,21.751667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001675_0,Bahia,669,TR-MOv,MO,4,v,TR,7,241.23000317811966,385.1000065803528,-12.0149669250986,-37.931362871946796,Cardeal Da Silva,6617,24.235138,21.951668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001676_0,Bahia,669,TR-SEi,SE,3,i,TR,7,855.8000164031982,50.66666682064533,-13.991260550161547,-43.860243747135634,Carinhanha,6618,25.414722,23.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001677_0,Bahia,669,TR-SEi,SE,3,i,TR,7,1213.0700035095215,36.599999740719795,-9.230189544328082,-41.344960951600974,Casa Nova,6619,26.591805,24.431667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001678_0,Bahia,669,TR-SEv,SE,3,v,TR,7,533.8533363342285,36.06666684150696,-12.733619152394217,-39.36866732653803,Castro Alves,6620,23.426527,20.946667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001679_0,Bahia,669,TR-SEi,SE,3,i,TR,7,597.8766674995422,127.30000189691782,-12.284461510334456,-44.71364326704918,Catolandia,6621,23.689167,21.333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000167a_0,Bahia,669,TR-MOv,MO,4,v,TR,7,335.0399995511398,254.29999613761902,-12.329377274540432,-38.42543627821253,Catu,6622,24.195,21.571667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000167b_0,Bahia,669,TR-SEi,SE,3,i,TR,7,914.3366680145264,96.46666594594717,-13.227692558659953,-42.33310776413245,Caturama,6623,24.395,22.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000167c_0,Bahia,669,TR-SEi,SE,3,i,TR,7,1055.3866653442383,38.79999991506338,-11.161567405185055,-42.10852894310257,Central,6624,24.025972,21.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000167d_0,Bahia,669,TR-SEp,SE,3,p,TR,7,1118.739990234375,24.033333208411932,-9.230189544328082,-39.14408850550815,Chorrocho,6625,24.185278,20.82,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000167e_0,Bahia,669,TR-SEp,SE,3,p,TR,7,713.4133310317993,58.633333921432495,-10.532746706301388,-38.42543627821253,Cicero Dantas,6626,22.679167,19.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000167f_0,Bahia,669,TR-SEp,SE,3,p,TR,7,760.4999961853027,54.23333239555359,-11.116651640979079,-38.515267806624486,Cipo,6627,24.929861,22.275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001680_0,Bahia,669,ST-SEv,SE,3,v,ST,6,171.46666407585144,173.53332948684692,-14.620081249045212,-39.59324614756791,Coaraci,6628,21.908611,19.516666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001681_0,Bahia,669,TR-SEi,SE,3,i,TR,7,587.0966663360596,191.99999897181988,-14.485333956427283,-45.20771667331492,Cocos,6629,23.982222,21.418333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001682_0,Bahia,669,TR-SEv,SE,3,v,TR,7,406.23332595825195,58.299999475479126,-12.509040331364336,-39.00934121289022,Conceicao Da Feira,6630,23.573473,21.078333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001683_0,Bahia,669,TR-SEv,SE,3,v,TR,7,356.13000071048737,86.4333324432373,-12.868366445012144,-39.2339200339201,Conceicao Do Almeida,6631,23.582361,21.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001684_0,Bahia,669,TR-SEp,SE,3,p,TR,7,834.406665802002,28.266666769981384,-11.520893518832862,-39.278835798126075,Conceicao Do Coite,6632,23.675833,20.888334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001685_0,Bahia,669,TR-MOv,MO,4,v,TR,7,318.0566637068987,238.33333349227905,-12.419208802952385,-38.694930863448384,Conceicao Do Jacuipe,6633,24.370695,21.793333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001686_0,Bahia,669,TR-MOv,MO,4,v,TR,7,324.81665870547295,348.3666617870331,-11.835303868274694,-37.661868286710934,Conde,6634,25.02125,22.788334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001687_0,Bahia,669,TR-SEi,SE,3,i,TR,7,740.2633285522461,91.63333139941096,-14.934491598487044,-42.063613178896595,Condeuba,6635,22.08264,19.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001688_0,Bahia,669,TR-SEi,SE,3,i,TR,7,871.7533416748047,40.366666816174984,-13.811597493337642,-41.07546636636512,Contendas Do Sincora,6636,23.669445,21.115,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001689_0,Bahia,669,TR-SEv,SE,3,v,TR,7,445.34999346733093,89.60000014305115,-12.194629981922503,-38.78476239186034,Coracao De Maria,6637,23.761528,20.981667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000168a_0,Bahia,669,TR-SEi,SE,3,i,TR,7,749.7733325958252,68.3333331309259,-15.024323126898997,-41.88395012207269,Cordeiros,6638,22.00625,18.99,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000168b_0,Bahia,669,TR-SEi,SE,3,i,TR,7,728.426661491394,57.66666674986482,-13.766681729131667,-44.39923291760735,Coribe,6639,24.1075,21.781666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000168c_0,Bahia,669,TR-SEp,SE,3,p,TR,7,864.0433444976807,25.766666531562805,-10.308167885271509,-37.931362871946796,Coronel Joao Sa,6640,24.440416,21.388332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000168d_0,Bahia,669,TR-SEi,SE,3,i,TR,7,592.4633278846741,96.29999995976686,-13.452271379689835,-45.387379730138825,Correntina,6641,23.655277,21.528334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000168e_0,Bahia,669,TR-SEi,SE,3,i,TR,7,711.9433326721191,83.8666665032506,-11.700556575656767,-44.354317153401375,Cotegipe,6642,25.470556,22.865,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000168f_0,Bahia,669,ST-SEv,SE,3,v,ST,6,339.6133360862732,133.8333342075348,-13.407355615483858,-39.81782496859779,Cravolandia,6643,20.57986,18.148333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001690_0,Bahia,669,TR-SEv,SE,3,v,TR,7,604.8399937152863,66.00000035762787,-11.475977754626888,-38.20085745718265,Crisopolis,6644,23.990417,21.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001691_0,Bahia,669,TR-SEi,SE,3,i,TR,7,683.4399948120117,150.56666484847665,-12.194629981922503,-44.26448562498942,Cristopolis,6645,23.667639,21.331667,"{""type"":""MultiPoint"",""coordinates"":[]}"
